_id,Closed Status,Duration,Start Station Id,Start Date,Start Station Name,End Date,End Station Id,End Station Name,Rider Type
26,NORMAL,3337,22,2023-12-31T20:13:51,Forbes Ave & Market Square,2023-12-31T21:09:28,31,First Ave & B St,CASUAL
27,NORMAL,3336,22,2023-12-31T20:13:38,Forbes Ave & Market Square,2023-12-31T21:09:14,31,First Ave & B St,CASUAL
28,NORMAL,1649,8,2023-12-31T20:10:45,Glasshouse,2023-12-31T20:38:14,34,N Dithridge St & Centre Ave,MEMBER
29,NORMAL,312,51,2023-12-31T19:44:21,Coltart Ave & Forbes Ave,2023-12-31T19:49:33,38,Allequippa St & Darragh St,MEMBER
30,NORMAL,721,33,2023-12-31T19:38:06,Schenley Dr & Schenley Dr Ext,2023-12-31T19:50:07,16,Penn Ave & Putnam St (Bakery Square),MEMBER
31,NORMAL,226,50,2023-12-31T19:22:54,Atwood St & Bates St,2023-12-31T19:26:40,33,Schenley Dr & Schenley Dr Ext,MEMBER
32,NORMAL,308,49,2023-12-31T19:14:22,Technology Dr & Bates St,2023-12-31T19:19:30,10,Zulema St & Coltart Ave,MEMBER
33,NORMAL,497,40,2023-12-31T19:08:00,7th St & Penn Ave,2023-12-31T19:16:17,31,First Ave & B St,MEMBER
34,NORMAL,536,40,2023-12-31T19:07:42,7th St & Penn Ave,2023-12-31T19:16:38,31,First Ave & B St,MEMBER
35,NORMAL,155,20,2023-12-31T18:48:10,Boulevard of the Allies & Parkview Ave,2023-12-31T18:50:45,50,Atwood St & Bates St,MEMBER
36,NORMAL,1237,13,2023-12-31T18:38:29,S Bouquet Ave & Sennott St,2023-12-31T18:59:06,48,S Millvale Ave & Centre Ave,CASUAL
37,GRACE_PERIOD,21,13,2023-12-31T18:37:49,S Bouquet Ave & Sennott St,2023-12-31T18:38:10,13,S Bouquet Ave & Sennott St,CASUAL
38,NORMAL,178,20,2023-12-31T18:18:27,Boulevard of the Allies & Parkview Ave,2023-12-31T18:21:25,13,S Bouquet Ave & Sennott St,MEMBER
39,NORMAL,134,13,2023-12-31T18:11:07,S Bouquet Ave & Sennott St,2023-12-31T18:13:21,50,Atwood St & Bates St,MEMBER
40,NORMAL,132,13,2023-12-31T18:10:57,S Bouquet Ave & Sennott St,2023-12-31T18:13:09,50,Atwood St & Bates St,MEMBER
41,NORMAL,464,22,2023-12-31T18:06:13,Forbes Ave & Market Square,2023-12-31T18:13:57,58,W North Ave & Federal St,CASUAL
42,NORMAL,203,20,2023-12-31T18:03:47,Boulevard of the Allies & Parkview Ave,2023-12-31T18:07:10,13,S Bouquet Ave & Sennott St,MEMBER
43,NORMAL,208,20,2023-12-31T18:03:26,Boulevard of the Allies & Parkview Ave,2023-12-31T18:06:54,13,S Bouquet Ave & Sennott St,MEMBER
44,NORMAL,200,33,2023-12-31T17:51:09,Schenley Dr & Schenley Dr Ext,2023-12-31T17:54:29,28,Fifth Ave & S Bouquet St,MEMBER
45,NORMAL,199,33,2023-12-31T17:51:06,Schenley Dr & Schenley Dr Ext,2023-12-31T17:54:25,28,Fifth Ave & S Bouquet St,MEMBER
46,NORMAL,279,11,2023-12-31T17:49:23,Ellsworth Ave & N Neville St,2023-12-31T17:54:02,15,Ivy St & Walnut St,MEMBER
47,NORMAL,717,48,2023-12-31T17:44:49,S Millvale Ave & Centre Ave,2023-12-31T17:56:46,41,S 22nd St & Sidney St,MEMBER
48,NORMAL,143,13,2023-12-31T17:15:18,S Bouquet Ave & Sennott St,2023-12-31T17:17:41,50,Atwood St & Bates St,MEMBER
49,NORMAL,3159,2,2023-12-31T17:06:08,Eliza Furnace Trail & Swineburne St,2023-12-31T17:58:47,2,Eliza Furnace Trail & Swineburne St,MEMBER
50,NORMAL,186,17,2023-12-31T17:03:29,Taylor St & Liberty Ave,2023-12-31T17:06:35,7,Liberty Ave & Gross St,MEMBER
51,NORMAL,537,36,2023-12-31T17:03:30,Penn Ave & S Pacific Ave,2023-12-31T17:12:27,57,52nd St & Butler St,CASUAL
52,NORMAL,2937,13,2023-12-31T17:02:55,S Bouquet Ave & Sennott St,2023-12-31T17:51:52,51,Coltart Ave & Forbes Ave,CASUAL
53,NORMAL,419,58,2023-12-31T16:56:46,W North Ave & Federal St,2023-12-31T17:03:45,40,7th St & Penn Ave,MEMBER
54,NORMAL,162,26,2023-12-31T16:45:44,S 27th St & Sidney St. (Southside Works),2023-12-31T16:48:26,41,S 22nd St & Sidney St,MEMBER
55,NORMAL,1494,50,2023-12-31T16:41:17,Atwood St & Bates St,2023-12-31T17:06:11,13,S Bouquet Ave & Sennott St,MEMBER
56,NORMAL,581,37,2023-12-31T16:30:20,S Negley Ave & Centre Ave,2023-12-31T16:40:01,11,Ellsworth Ave & N Neville St,MEMBER
57,NORMAL,232,9,2023-12-31T16:29:05,South Side Trail & S 4th St,2023-12-31T16:32:57,27,W Station Square Dr & Bessemer Court,MEMBER
58,NORMAL,645,24,2023-12-31T16:05:00,Penn Ave & 33rd St,2023-12-31T16:15:45,34,N Dithridge St & Centre Ave,MEMBER
59,NORMAL,665,24,2023-12-31T16:04:46,Penn Ave & 33rd St,2023-12-31T16:15:51,34,N Dithridge St & Centre Ave,MEMBER
60,NORMAL,555,10,2023-12-31T16:00:21,Zulema St & Coltart Ave,2023-12-31T16:09:36,41,S 22nd St & Sidney St,MEMBER
61,NORMAL,450,58,2023-12-31T15:59:08,W North Ave & Federal St,2023-12-31T16:06:38,22,Forbes Ave & Market Square,MEMBER
62,NORMAL,262,51,2023-12-31T15:57:56,Coltart Ave & Forbes Ave,2023-12-31T16:02:18,20,Boulevard of the Allies & Parkview Ave,MEMBER
63,NORMAL,2375,30,2023-12-31T15:53:59,Shady Ave & Ellsworth Ave,2023-12-31T16:33:34,47,17th St & Penn Ave,MEMBER
64,NORMAL,1178,20,2023-12-31T15:44:28,Boulevard of the Allies & Parkview Ave,2023-12-31T16:04:06,20,Boulevard of the Allies & Parkview Ave,MEMBER
65,NORMAL,1210,18,2023-12-31T15:44:17,21st St & Penn Ave,2023-12-31T16:04:27,24,Penn Ave & 33rd St,MEMBER
66,NORMAL,1215,18,2023-12-31T15:44:15,21st St & Penn Ave,2023-12-31T16:04:30,24,Penn Ave & 33rd St,MEMBER
67,NORMAL,3960,12,2023-12-31T15:44:08,O'Hara St and University Place,2023-12-31T16:50:08,12,O'Hara St and University Place,MEMBER
68,NORMAL,1446,38,2023-12-31T15:35:51,Allequippa St & Darragh St,2023-12-31T15:59:57,15,Ivy St & Walnut St,MEMBER
69,NORMAL,454,5,2023-12-31T15:33:40,Allegheny Station,2023-12-31T15:41:14,6,10th St & Penn Ave,MEMBER
70,NORMAL,161,16,2023-12-31T15:18:26,Penn Ave & Putnam St (Bakery Square),2023-12-31T15:21:07,16,Penn Ave & Putnam St (Bakery Square),MEMBER
71,GRACE_PERIOD,22,16,2023-12-31T15:17:34,Penn Ave & Putnam St (Bakery Square),2023-12-31T15:17:56,16,Penn Ave & Putnam St (Bakery Square),MEMBER
72,GRACE_PERIOD,21,16,2023-12-31T15:16:38,Penn Ave & Putnam St (Bakery Square),2023-12-31T15:16:59,16,Penn Ave & Putnam St (Bakery Square),MEMBER
73,NORMAL,1056,21,2023-12-31T15:16:35,Liberty Ave & Stanwix St,2023-12-31T15:34:11,20,Boulevard of the Allies & Parkview Ave,MEMBER
74,NORMAL,328,17,2023-12-31T14:49:45,Taylor St & Liberty Ave,2023-12-31T14:55:13,37,S Negley Ave & Centre Ave,MEMBER
75,NORMAL,665,39,2023-12-31T14:48:30,S 12th St & E Carson St,2023-12-31T14:59:35,23,North Shore Trail & Fort Duquesne Bridge,MEMBER
76,NORMAL,1777,19,2023-12-31T14:43:42,42nd St & Butler St,2023-12-31T15:13:19,23,North Shore Trail & Fort Duquesne Bridge,MEMBER
77,NORMAL,1772,19,2023-12-31T14:43:42,42nd St & Butler St,2023-12-31T15:13:14,23,North Shore Trail & Fort Duquesne Bridge,CASUAL
78,NORMAL,1794,19,2023-12-31T14:43:30,42nd St & Butler St,2023-12-31T15:13:24,23,North Shore Trail & Fort Duquesne Bridge,CASUAL
79,NORMAL,291,31,2023-12-31T14:38:37,First Ave & B St,2023-12-31T14:43:28,27,W Station Square Dr & Bessemer Court,CASUAL
80,NORMAL,742,34,2023-12-31T14:31:12,N Dithridge St & Centre Ave,2023-12-31T14:43:34,18,21st St & Penn Ave,MEMBER
81,NORMAL,201,16,2023-12-31T14:31:12,Penn Ave & Putnam St (Bakery Square),2023-12-31T14:34:33,30,Shady Ave & Ellsworth Ave,MEMBER
82,NORMAL,744,34,2023-12-31T14:31:03,N Dithridge St & Centre Ave,2023-12-31T14:43:27,18,21st St & Penn Ave,MEMBER
83,NORMAL,1637,19,2023-12-31T14:29:45,42nd St & Butler St,2023-12-31T14:57:02,40,7th St & Penn Ave,CASUAL
84,NORMAL,879,12,2023-12-31T14:13:09,O'Hara St and University Place,2023-12-31T14:27:48,21,Liberty Ave & Stanwix St,MEMBER
85,NORMAL,1782,23,2023-12-31T14:11:18,North Shore Trail & Fort Duquesne Bridge,2023-12-31T14:41:00,23,North Shore Trail & Fort Duquesne Bridge,CASUAL
86,NORMAL,1819,23,2023-12-31T14:10:41,North Shore Trail & Fort Duquesne Bridge,2023-12-31T14:41:00,23,North Shore Trail & Fort Duquesne Bridge,CASUAL
87,NORMAL,555,4,2023-12-31T14:06:05,Burns White Center at 3 Crossings,2023-12-31T14:15:20,40,7th St & Penn Ave,MEMBER
88,NORMAL,346,48,2023-12-31T14:03:24,S Millvale Ave & Centre Ave,2023-12-31T14:09:10,15,Ivy St & Walnut St,MEMBER
89,NORMAL,363,51,2023-12-31T14:00:52,Coltart Ave & Forbes Ave,2023-12-31T14:06:55,33,Schenley Dr & Schenley Dr Ext,MEMBER
90,NORMAL,353,51,2023-12-31T14:00:49,Coltart Ave & Forbes Ave,2023-12-31T14:06:42,33,Schenley Dr & Schenley Dr Ext,MEMBER
91,NORMAL,171,51,2023-12-31T13:55:12,Coltart Ave & Forbes Ave,2023-12-31T13:58:03,29,Forbes Ave & Schenley Dr,MEMBER
92,NORMAL,136,28,2023-12-31T13:51:50,Fifth Ave & S Bouquet St,2023-12-31T13:54:06,51,Coltart Ave & Forbes Ave,MEMBER
93,NORMAL,160,28,2023-12-31T13:51:38,Fifth Ave & S Bouquet St,2023-12-31T13:54:18,51,Coltart Ave & Forbes Ave,MEMBER
94,NORMAL,448,18,2023-12-31T13:38:02,21st St & Penn Ave,2023-12-31T13:45:30,35,Butler St & 36th St,MEMBER
95,NORMAL,462,18,2023-12-31T13:37:51,21st St & Penn Ave,2023-12-31T13:45:33,35,Butler St & 36th St,MEMBER
96,NORMAL,373,29,2023-12-31T13:32:15,Forbes Ave & Schenley Dr,2023-12-31T13:38:28,20,Boulevard of the Allies & Parkview Ave,MEMBER
97,NORMAL,1040,1,2023-12-31T13:29:18,Pierce St & Summerlea St,2023-12-31T13:46:38,35,Butler St & 36th St,MEMBER
98,NORMAL,207,21,2023-12-31T13:29:08,Liberty Ave & Stanwix St,2023-12-31T13:32:35,40,7th St & Penn Ave,MEMBER
99,NORMAL,1064,1,2023-12-31T13:29:05,Pierce St & Summerlea St,2023-12-31T13:46:49,35,Butler St & 36th St,MEMBER
100,NORMAL,326,40,2023-12-31T13:27:18,7th St & Penn Ave,2023-12-31T13:32:44,58,W North Ave & Federal St,MEMBER
101,NORMAL,1092,26,2023-12-31T13:26:01,S 27th St & Sidney St. (Southside Works),2023-12-31T13:44:13,26,S 27th St & Sidney St. (Southside Works),MEMBER
102,NORMAL,191,34,2023-12-31T13:20:27,N Dithridge St & Centre Ave,2023-12-31T13:23:38,29,Forbes Ave & Schenley Dr,MEMBER
103,NORMAL,362,37,2023-12-31T13:10:21,S Negley Ave & Centre Ave,2023-12-31T13:16:23,17,Taylor St & Liberty Ave,MEMBER
104,NORMAL,1062,9,2023-12-31T13:07:53,South Side Trail & S 4th St,2023-12-31T13:25:35,9,South Side Trail & S 4th St,CASUAL
105,NORMAL,3574,23,2023-12-31T13:07:30,North Shore Trail & Fort Duquesne Bridge,2023-12-31T14:07:04,23,North Shore Trail & Fort Duquesne Bridge,CASUAL
106,NORMAL,3616,23,2023-12-31T13:06:48,North Shore Trail & Fort Duquesne Bridge,2023-12-31T14:07:04,23,North Shore Trail & Fort Duquesne Bridge,CASUAL
107,NORMAL,3560,23,2023-12-31T13:06:38,North Shore Trail & Fort Duquesne Bridge,2023-12-31T14:05:58,23,North Shore Trail & Fort Duquesne Bridge,CASUAL
108,NORMAL,370,24,2023-12-31T13:01:59,Penn Ave & 33rd St,2023-12-31T13:08:09,18,21st St & Penn Ave,MEMBER
109,NORMAL,405,24,2023-12-31T13:01:29,Penn Ave & 33rd St,2023-12-31T13:08:14,18,21st St & Penn Ave,MEMBER
110,NORMAL,1826,4,2023-12-31T12:56:46,Burns White Center at 3 Crossings,2023-12-31T13:27:12,26,S 27th St & Sidney St. (Southside Works),CASUAL
111,NORMAL,197,38,2023-12-31T12:51:04,Allequippa St & Darragh St,2023-12-31T12:54:21,51,Coltart Ave & Forbes Ave,MEMBER
112,NORMAL,459,25,2023-12-31T12:48:37,Penn Ave & S Whitfield St,2023-12-31T12:56:16,15,Ivy St & Walnut St,MEMBER
113,NORMAL,616,40,2023-12-31T12:47:10,7th St & Penn Ave,2023-12-31T12:57:26,47,17th St & Penn Ave,CASUAL
114,NORMAL,712,40,2023-12-31T12:45:30,7th St & Penn Ave,2023-12-31T12:57:22,47,17th St & Penn Ave,CASUAL
115,NORMAL,95,40,2023-12-31T12:45:16,7th St & Penn Ave,2023-12-31T12:46:51,40,7th St & Penn Ave,CASUAL
116,GRACE_PERIOD,22,40,2023-12-31T12:44:34,7th St & Penn Ave,2023-12-31T12:44:56,40,7th St & Penn Ave,CASUAL
117,NORMAL,632,28,2023-12-31T12:42:37,Fifth Ave & S Bouquet St,2023-12-31T12:53:09,37,S Negley Ave & Centre Ave,MEMBER
118,NORMAL,490,49,2023-12-31T12:32:09,Technology Dr & Bates St,2023-12-31T12:40:19,28,Fifth Ave & S Bouquet St,MEMBER
119,NORMAL,171,25,2023-12-31T12:29:11,Penn Ave & S Whitfield St,2023-12-31T12:32:02,37,S Negley Ave & Centre Ave,MEMBER
120,NORMAL,338,51,2023-12-31T12:26:04,Coltart Ave & Forbes Ave,2023-12-31T12:31:42,50,Atwood St & Bates St,MEMBER
121,NORMAL,683,55,2023-12-31T12:25:23,Brighton Rd & Pennsylvania Ave,2023-12-31T12:36:46,54,W Ohio St & Brighton Rd,MEMBER
122,NORMAL,290,16,2023-12-31T12:22:42,Penn Ave & Putnam St (Bakery Square),2023-12-31T12:27:32,25,Penn Ave & S Whitfield St,MEMBER
123,NORMAL,2406,49,2023-12-31T12:21:39,Technology Dr & Bates St,2023-12-31T13:01:45,49,Technology Dr & Bates St,CASUAL
124,NORMAL,187,28,2023-12-31T12:16:56,Fifth Ave & S Bouquet St,2023-12-31T12:20:03,51,Coltart Ave & Forbes Ave,MEMBER
125,GRACE_PERIOD,48,28,2023-12-31T12:15:10,Fifth Ave & S Bouquet St,2023-12-31T12:15:58,28,Fifth Ave & S Bouquet St,MEMBER
126,NORMAL,306,16,2023-12-31T12:14:13,Penn Ave & Putnam St (Bakery Square),2023-12-31T12:19:19,1,Pierce St & Summerlea St,MEMBER
127,NORMAL,1119,5,2023-12-31T12:11:18,Allegheny Station,2023-12-31T12:29:57,58,W North Ave & Federal St,MEMBER
128,NORMAL,1475,16,2023-12-31T12:10:19,Penn Ave & Putnam St (Bakery Square),2023-12-31T12:34:54,16,Penn Ave & Putnam St (Bakery Square),CASUAL
129,GRACE_PERIOD,21,16,2023-12-31T12:09:03,Penn Ave & Putnam St (Bakery Square),2023-12-31T12:09:24,16,Penn Ave & Putnam St (Bakery Square),CASUAL
130,NORMAL,1145,6,2023-12-31T12:08:55,10th St & Penn Ave,2023-12-31T12:28:00,19,42nd St & Butler St,CASUAL
131,GRACE_PERIOD,21,6,2023-12-31T12:07:55,10th St & Penn Ave,2023-12-31T12:08:16,6,10th St & Penn Ave,CASUAL
132,NORMAL,1860,16,2023-12-31T12:04:10,Penn Ave & Putnam St (Bakery Square),2023-12-31T12:35:10,16,Penn Ave & Putnam St (Bakery Square),MEMBER
133,NORMAL,1542,54,2023-12-31T11:59:12,W Ohio St & Brighton Rd,2023-12-31T12:24:54,55,Brighton Rd & Pennsylvania Ave,MEMBER
134,NORMAL,1484,1,2023-12-31T11:56:54,Pierce St & Summerlea St,2023-12-31T12:21:38,1,Pierce St & Summerlea St,MEMBER
135,NORMAL,469,6,2023-12-31T11:52:39,10th St & Penn Ave,2023-12-31T12:00:28,5,Allegheny Station,MEMBER
136,NORMAL,1028,13,2023-12-31T11:50:30,S Bouquet Ave & Sennott St,2023-12-31T12:07:38,28,Fifth Ave & S Bouquet St,MEMBER
137,NORMAL,441,52,2023-12-31T11:48:55,Bedford Ave & Memory Ln,2023-12-31T11:56:16,26,S 27th St & Sidney St. (Southside Works),MEMBER
138,NORMAL,391,20,2023-12-31T11:45:24,Boulevard of the Allies & Parkview Ave,2023-12-31T11:51:55,29,Forbes Ave & Schenley Dr,MEMBER
139,NORMAL,263,55,2023-12-31T11:45:03,Brighton Rd & Pennsylvania Ave,2023-12-31T11:49:26,5,Allegheny Station,MEMBER
140,NORMAL,1306,26,2023-12-31T11:44:16,S 27th St & Sidney St. (Southside Works),2023-12-31T12:06:02,18,21st St & Penn Ave,CASUAL
141,NORMAL,215,15,2023-12-31T11:25:43,Ivy St & Walnut St,2023-12-31T11:29:18,37,S Negley Ave & Centre Ave,MEMBER
142,NORMAL,235,15,2023-12-31T11:25:36,Ivy St & Walnut St,2023-12-31T11:29:31,37,S Negley Ave & Centre Ave,MEMBER
143,NORMAL,353,47,2023-12-31T11:17:21,17th St & Penn Ave,2023-12-31T11:23:14,40,7th St & Penn Ave,MEMBER
144,NORMAL,571,58,2023-12-31T11:16:51,W North Ave & Federal St,2023-12-31T11:26:22,58,W North Ave & Federal St,MEMBER
145,NORMAL,323,1,2023-12-31T11:14:31,Pierce St & Summerlea St,2023-12-31T11:19:54,16,Penn Ave & Putnam St (Bakery Square),MEMBER
146,NORMAL,637,58,2023-12-31T10:42:13,W North Ave & Federal St,2023-12-31T10:52:50,53,Centre Ave & Heldman St,MEMBER
147,NORMAL,869,26,2023-12-31T10:23:57,S 27th St & Sidney St. (Southside Works),2023-12-31T10:38:26,31,First Ave & B St,MEMBER
148,NORMAL,798,41,2023-12-31T10:12:28,S 22nd St & Sidney St,2023-12-31T10:25:46,48,S Millvale Ave & Centre Ave,MEMBER
149,NORMAL,453,28,2023-12-31T09:56:56,Fifth Ave & S Bouquet St,2023-12-31T10:04:29,48,S Millvale Ave & Centre Ave,MEMBER
150,NORMAL,376,28,2023-12-31T09:55:11,Fifth Ave & S Bouquet St,2023-12-31T10:01:27,49,Technology Dr & Bates St,MEMBER
151,NORMAL,249,7,2023-12-31T09:48:56,Liberty Ave & Gross St,2023-12-31T09:53:05,34,N Dithridge St & Centre Ave,MEMBER
152,NORMAL,288,49,2023-12-31T08:59:29,Technology Dr & Bates St,2023-12-31T09:04:17,26,S 27th St & Sidney St. (Southside Works),MEMBER
153,NORMAL,897,7,2023-12-31T07:52:39,Liberty Ave & Gross St,2023-12-31T08:07:36,53,Centre Ave & Heldman St,MEMBER
154,NORMAL,141,15,2023-12-31T07:21:27,Ivy St & Walnut St,2023-12-31T07:23:48,1,Pierce St & Summerlea St,MEMBER
155,NORMAL,1048,15,2023-12-31T07:20:06,Ivy St & Walnut St,2023-12-31T07:37:34,4,Burns White Center at 3 Crossings,CASUAL
156,NORMAL,597,40,2023-12-31T07:05:12,7th St & Penn Ave,2023-12-31T07:15:09,8,Glasshouse,MEMBER
157,NORMAL,263,20,2023-12-31T06:50:14,Boulevard of the Allies & Parkview Ave,2023-12-31T06:54:37,28,Fifth Ave & S Bouquet St,MEMBER
158,NORMAL,1103,41,2023-12-31T03:01:43,S 22nd St & Sidney St,2023-12-31T03:20:06,13,S Bouquet Ave & Sennott St,MEMBER
159,NORMAL,256,12,2023-12-31T02:44:44,O'Hara St and University Place,2023-12-31T02:49:00,34,N Dithridge St & Centre Ave,MEMBER
160,NORMAL,986,47,2023-12-31T02:40:03,17th St & Penn Ave,2023-12-31T02:56:29,37,S Negley Ave & Centre Ave,CASUAL
161,NORMAL,1099,47,2023-12-31T02:38:23,17th St & Penn Ave,2023-12-31T02:56:42,37,S Negley Ave & Centre Ave,CASUAL
162,NORMAL,268,10,2023-12-31T02:35:57,Zulema St & Coltart Ave,2023-12-31T02:40:25,10,Zulema St & Coltart Ave,MEMBER
163,NORMAL,480,10,2023-12-31T00:29:25,Zulema St & Coltart Ave,2023-12-31T00:37:25,10,Zulema St & Coltart Ave,MEMBER
164,NORMAL,467,10,2023-12-31T00:03:46,Zulema St & Coltart Ave,2023-12-31T00:11:33,10,Zulema St & Coltart Ave,MEMBER
165,NORMAL,534,34,2023-12-30T23:49:18,N Dithridge St & Centre Ave,2023-12-30T23:58:12,15,Ivy St & Walnut St,MEMBER
166,NORMAL,817,19,2023-12-30T23:17:33,42nd St & Butler St,2023-12-30T23:31:10,6,10th St & Penn Ave,MEMBER
167,NORMAL,764,23,2023-12-30T22:55:53,North Shore Trail & Fort Duquesne Bridge,2023-12-30T23:08:37,39,S 12th St & E Carson St,MEMBER
168,NORMAL,327,12,2023-12-30T22:38:06,O'Hara St and University Place,2023-12-30T22:43:33,10,Zulema St & Coltart Ave,MEMBER
169,NORMAL,1704,41,2023-12-30T22:36:39,S 22nd St & Sidney St,2023-12-30T23:05:03,40,7th St & Penn Ave,MEMBER
170,NORMAL,1020,29,2023-12-30T22:22:58,Forbes Ave & Schenley Dr,2023-12-30T22:39:58,22,Forbes Ave & Market Square,CASUAL
171,NORMAL,531,12,2023-12-30T22:22:15,O'Hara St and University Place,2023-12-30T22:31:06,48,S Millvale Ave & Centre Ave,MEMBER
172,NORMAL,172,11,2023-12-30T22:13:53,Ellsworth Ave & N Neville St,2023-12-30T22:16:45,59,Forbes Ave at TCS Hall (CMU Campus),MEMBER
173,NORMAL,283,16,2023-12-30T21:33:58,Penn Ave & Putnam St (Bakery Square),2023-12-30T21:38:41,25,Penn Ave & S Whitfield St,MEMBER
174,NORMAL,635,10,2023-12-30T21:31:47,Zulema St & Coltart Ave,2023-12-30T21:42:22,12,O'Hara St and University Place,MEMBER
175,NORMAL,164,37,2023-12-30T21:26:47,S Negley Ave & Centre Ave,2023-12-30T21:29:31,15,Ivy St & Walnut St,MEMBER
176,NORMAL,220,34,2023-12-30T21:24:07,N Dithridge St & Centre Ave,2023-12-30T21:27:47,7,Liberty Ave & Gross St,MEMBER
177,NORMAL,785,57,2023-12-30T21:24:01,52nd St & Butler St,2023-12-30T21:37:06,4,Burns White Center at 3 Crossings,CASUAL
178,NORMAL,244,12,2023-12-30T21:20:45,O'Hara St and University Place,2023-12-30T21:24:49,34,N Dithridge St & Centre Ave,MEMBER
179,NORMAL,140,6,2023-12-30T21:01:32,10th St & Penn Ave,2023-12-30T21:03:52,40,7th St & Penn Ave,MEMBER
180,NORMAL,451,12,2023-12-30T21:00:31,O'Hara St and University Place,2023-12-30T21:08:02,37,S Negley Ave & Centre Ave,MEMBER
181,NORMAL,224,34,2023-12-30T21:00:05,N Dithridge St & Centre Ave,2023-12-30T21:03:49,12,O'Hara St and University Place,MEMBER
182,NORMAL,230,20,2023-12-30T20:50:51,Boulevard of the Allies & Parkview Ave,2023-12-30T20:54:41,51,Coltart Ave & Forbes Ave,MEMBER
183,NORMAL,319,19,2023-12-30T20:11:22,42nd St & Butler St,2023-12-30T20:16:41,57,52nd St & Butler St,MEMBER
184,NORMAL,168,59,2023-12-30T20:09:03,Forbes Ave at TCS Hall (CMU Campus),2023-12-30T20:11:51,11,Ellsworth Ave & N Neville St,MEMBER
