_id,Closed Status,Duration,Start Station Id,Start Date,Start Station Name,End Date,End Station Id,End Station Name,Rider Type
26,NORMAL,1370,47,2023-08-31T23:24:01,17th St & Penn Ave,2023-08-31T23:46:50,57,52nd St & Butler St,CASUAL
27,NORMAL,1381,47,2023-08-31T23:23:45,17th St & Penn Ave,2023-08-31T23:46:46,57,52nd St & Butler St,CASUAL
28,NORMAL,1683,22,2023-08-31T23:22:38,Forbes Ave & Market Square,2023-08-31T23:50:41,15,Ivy St & Walnut St,MEMBER
29,NORMAL,1135,23,2023-08-31T23:21:30,North Shore Trail & Fort Duquesne Bridge,2023-08-31T23:40:25,35,Butler St & 36th St,MEMBER
30,NORMAL,381,34,2023-08-31T23:19:06,N Dithridge St & Centre Ave,2023-08-31T23:25:27,13,S Bouquet Ave & Sennott St,MEMBER
31,NORMAL,611,34,2023-08-31T23:18:35,N Dithridge St & Centre Ave,2023-08-31T23:28:46,10,Zulema St & Coltart Ave,MEMBER
32,NORMAL,1237,50,2023-08-31T23:17:21,Atwood St & Bates St,2023-08-31T23:37:58,13,S Bouquet Ave & Sennott St,MEMBER
33,GRACE_PERIOD,30,5,2023-08-31T23:13:02,Allegheny Station,2023-08-31T23:13:32,5,Allegheny Station,MEMBER
34,NORMAL,705,33,2023-08-31T23:12:38,Schenley Dr & Schenley Dr Ext,2023-08-31T23:24:23,17,Taylor St & Liberty Ave,MEMBER
35,NORMAL,1418,23,2023-08-31T23:08:14,North Shore Trail & Fort Duquesne Bridge,2023-08-31T23:31:52,10,Zulema St & Coltart Ave,MEMBER
36,NORMAL,7102,26,2023-08-31T23:08:13,S 27th St & Sidney St. (Southside Works),2023-09-01T01:06:34,5,Allegheny Station,MEMBER
37,NORMAL,1460,23,2023-08-31T23:07:58,North Shore Trail & Fort Duquesne Bridge,2023-08-31T23:32:18,10,Zulema St & Coltart Ave,MEMBER
38,NORMAL,1441,23,2023-08-31T23:07:53,North Shore Trail & Fort Duquesne Bridge,2023-08-31T23:31:54,10,Zulema St & Coltart Ave,MEMBER
39,NORMAL,1452,23,2023-08-31T23:07:53,North Shore Trail & Fort Duquesne Bridge,2023-08-31T23:32:05,10,Zulema St & Coltart Ave,MEMBER
40,GRACE_PERIOD,22,36,2023-08-31T23:07:21,Penn Ave & S Pacific Ave,2023-08-31T23:07:42,36,Penn Ave & S Pacific Ave,CASUAL
41,GRACE_PERIOD,22,36,2023-08-31T23:05:57,Penn Ave & S Pacific Ave,2023-08-31T23:06:19,36,Penn Ave & S Pacific Ave,CASUAL
42,GRACE_PERIOD,23,36,2023-08-31T23:05:21,Penn Ave & S Pacific Ave,2023-08-31T23:05:44,36,Penn Ave & S Pacific Ave,CASUAL
43,NORMAL,120,13,2023-08-31T23:00:10,S Bouquet Ave & Sennott St,2023-08-31T23:02:10,50,Atwood St & Bates St,MEMBER
44,NORMAL,201,13,2023-08-31T22:59:30,S Bouquet Ave & Sennott St,2023-08-31T23:02:52,10,Zulema St & Coltart Ave,MEMBER
45,NORMAL,542,23,2023-08-31T22:56:40,North Shore Trail & Fort Duquesne Bridge,2023-08-31T23:05:41,5,Allegheny Station,MEMBER
46,NORMAL,1244,34,2023-08-31T22:56:03,N Dithridge St & Centre Ave,2023-08-31T23:16:47,10,Zulema St & Coltart Ave,MEMBER
47,NORMAL,525,41,2023-08-31T22:52:52,S 22nd St & Sidney St,2023-08-31T23:01:37,2,Eliza Furnace Trail & Swineburne St,MEMBER
48,NORMAL,1011,6,2023-08-31T22:51:07,10th St & Penn Ave,2023-08-31T23:07:58,24,Penn Ave & 33rd St,CASUAL
49,NORMAL,1058,6,2023-08-31T22:50:41,10th St & Penn Ave,2023-08-31T23:08:19,24,Penn Ave & 33rd St,CASUAL
50,NORMAL,2408,32,2023-08-31T22:48:48,Ross St & Fourth Ave,2023-08-31T23:28:56,32,Ross St & Fourth Ave,CASUAL
51,GRACE_PERIOD,23,32,2023-08-31T22:48:07,Ross St & Fourth Ave,2023-08-31T22:48:30,32,Ross St & Fourth Ave,CASUAL
52,NORMAL,460,51,2023-08-31T22:44:05,Coltart Ave & Forbes Ave,2023-08-31T22:51:46,13,S Bouquet Ave & Sennott St,MEMBER
53,NORMAL,1976,23,2023-08-31T22:35:38,North Shore Trail & Fort Duquesne Bridge,2023-08-31T23:08:34,26,S 27th St & Sidney St. (Southside Works),MEMBER
54,NORMAL,1977,23,2023-08-31T22:35:24,North Shore Trail & Fort Duquesne Bridge,2023-08-31T23:08:21,26,S 27th St & Sidney St. (Southside Works),MEMBER
55,NORMAL,51014,6,2023-08-31T22:30:00,10th St & Penn Ave,2023-09-01T12:40:14,6,10th St & Penn Ave,MEMBER
56,NORMAL,151,50,2023-08-31T22:22:22,Atwood St & Bates St,2023-08-31T22:24:53,13,S Bouquet Ave & Sennott St,MEMBER
57,NORMAL,1308,10,2023-08-31T22:21:51,Zulema St & Coltart Ave,2023-08-31T22:43:40,51,Coltart Ave & Forbes Ave,MEMBER
58,NORMAL,680,13,2023-08-31T22:12:26,S Bouquet Ave & Sennott St,2023-08-31T22:23:46,10,Zulema St & Coltart Ave,MEMBER
59,GRACE_PERIOD,28,22,2023-08-31T22:06:42,Forbes Ave & Market Square,2023-08-31T22:07:11,22,Forbes Ave & Market Square,MEMBER
60,NORMAL,579,26,2023-08-31T22:05:56,S 27th St & Sidney St. (Southside Works),2023-08-31T22:15:35,50,Atwood St & Bates St,MEMBER
61,NORMAL,397,40,2023-08-31T21:58:22,7th St & Penn Ave,2023-08-31T22:04:59,23,North Shore Trail & Fort Duquesne Bridge,MEMBER
62,NORMAL,285,34,2023-08-31T21:52:39,N Dithridge St & Centre Ave,2023-08-31T21:57:24,13,S Bouquet Ave & Sennott St,MEMBER
63,NORMAL,257,50,2023-08-31T21:48:23,Atwood St & Bates St,2023-08-31T21:52:40,20,Boulevard of the Allies & Parkview Ave,MEMBER
64,NORMAL,927,34,2023-08-31T21:47:29,N Dithridge St & Centre Ave,2023-08-31T22:02:56,26,S 27th St & Sidney St. (Southside Works),MEMBER
65,NORMAL,957,34,2023-08-31T21:46:50,N Dithridge St & Centre Ave,2023-08-31T22:02:47,26,S 27th St & Sidney St. (Southside Works),MEMBER
66,NORMAL,701,23,2023-08-31T21:45:04,North Shore Trail & Fort Duquesne Bridge,2023-08-31T21:56:45,47,17th St & Penn Ave,CASUAL
67,NORMAL,719,23,2023-08-31T21:44:43,North Shore Trail & Fort Duquesne Bridge,2023-08-31T21:56:42,47,17th St & Penn Ave,CASUAL
68,NORMAL,635,15,2023-08-31T21:43:26,Ivy St & Walnut St,2023-08-31T21:54:01,56,Rosetta St & N Aiken Ave,CASUAL
69,NORMAL,1394,37,2023-08-31T21:43:03,S Negley Ave & Centre Ave,2023-08-31T22:06:17,22,Forbes Ave & Market Square,MEMBER
70,NORMAL,324,50,2023-08-31T21:42:46,Atwood St & Bates St,2023-08-31T21:48:10,50,Atwood St & Bates St,MEMBER
71,NORMAL,351,50,2023-08-31T21:42:46,Atwood St & Bates St,2023-08-31T21:48:37,50,Atwood St & Bates St,MEMBER
72,NORMAL,829,35,2023-08-31T21:39:16,Butler St & 36th St,2023-08-31T21:53:05,7,Liberty Ave & Gross St,MEMBER
73,NORMAL,984,46,2023-08-31T21:37:28,N Braddock Ave & Frankstown Ave,2023-08-31T21:53:52,46,N Braddock Ave & Frankstown Ave,MEMBER
74,NORMAL,390,34,2023-08-31T21:36:05,N Dithridge St & Centre Ave,2023-08-31T21:42:35,7,Liberty Ave & Gross St,MEMBER
75,NORMAL,2284,22,2023-08-31T21:33:20,Forbes Ave & Market Square,2023-08-31T22:11:24,21,Liberty Ave & Stanwix St,CASUAL
76,NORMAL,2800,6,2023-08-31T21:28:06,10th St & Penn Ave,2023-08-31T22:14:46,22,Forbes Ave & Market Square,CASUAL
77,NORMAL,2682,21,2023-08-31T21:27:21,Liberty Ave & Stanwix St,2023-08-31T22:12:04,21,Liberty Ave & Stanwix St,CASUAL
78,NORMAL,1071,29,2023-08-31T21:27:06,Forbes Ave & Schenley Dr,2023-08-31T21:44:57,33,Schenley Dr & Schenley Dr Ext,CASUAL
79,NORMAL,1383,23,2023-08-31T21:25:57,North Shore Trail & Fort Duquesne Bridge,2023-08-31T21:49:00,24,Penn Ave & 33rd St,MEMBER
80,NORMAL,320,12,2023-08-31T21:25:32,O'Hara St and University Place,2023-08-31T21:30:52,34,N Dithridge St & Centre Ave,MEMBER
81,NORMAL,946,33,2023-08-31T21:25:07,Schenley Dr & Schenley Dr Ext,2023-08-31T21:40:53,37,S Negley Ave & Centre Ave,MEMBER
82,NORMAL,1195,30,2023-08-31T21:24:35,Shady Ave & Ellsworth Ave,2023-08-31T21:44:30,20,Boulevard of the Allies & Parkview Ave,MEMBER
83,NORMAL,1216,30,2023-08-31T21:24:26,Shady Ave & Ellsworth Ave,2023-08-31T21:44:43,20,Boulevard of the Allies & Parkview Ave,MEMBER
84,NORMAL,1681,57,2023-08-31T21:24:21,52nd St & Butler St,2023-08-31T21:52:22,22,Forbes Ave & Market Square,CASUAL
85,NORMAL,472,18,2023-08-31T21:23:35,21st St & Penn Ave,2023-08-31T21:31:28,40,7th St & Penn Ave,MEMBER
86,NORMAL,1732,57,2023-08-31T21:23:29,52nd St & Butler St,2023-08-31T21:52:21,22,Forbes Ave & Market Square,CASUAL
87,GRACE_PERIOD,53,57,2023-08-31T21:23:13,52nd St & Butler St,2023-08-31T21:24:06,57,52nd St & Butler St,CASUAL
88,NORMAL,1500,40,2023-08-31T21:22:36,7th St & Penn Ave,2023-08-31T21:47:37,19,42nd St & Butler St,CASUAL
89,NORMAL,325,21,2023-08-31T21:22:19,Liberty Ave & Stanwix St,2023-08-31T21:27:44,6,10th St & Penn Ave,CASUAL
90,NORMAL,6231,5,2023-08-31T21:22:14,Allegheny Station,2023-08-31T23:06:05,5,Allegheny Station,MEMBER
91,NORMAL,933,50,2023-08-31T21:21:58,Atwood St & Bates St,2023-08-31T21:37:31,50,Atwood St & Bates St,MEMBER
92,NORMAL,6371,5,2023-08-31T21:21:42,Allegheny Station,2023-08-31T23:07:53,5,Allegheny Station,MEMBER
93,NORMAL,1713,23,2023-08-31T21:20:23,North Shore Trail & Fort Duquesne Bridge,2023-08-31T21:48:56,24,Penn Ave & 33rd St,MEMBER
94,NORMAL,608,29,2023-08-31T21:20:18,Forbes Ave & Schenley Dr,2023-08-31T21:30:26,17,Taylor St & Liberty Ave,MEMBER
95,NORMAL,298,37,2023-08-31T21:16:30,S Negley Ave & Centre Ave,2023-08-31T21:21:29,11,Ellsworth Ave & N Neville St,MEMBER
96,NORMAL,899,29,2023-08-31T21:11:14,Forbes Ave & Schenley Dr,2023-08-31T21:26:13,34,N Dithridge St & Centre Ave,MEMBER
97,NORMAL,235,34,2023-08-31T21:11:01,N Dithridge St & Centre Ave,2023-08-31T21:14:56,12,O'Hara St and University Place,MEMBER
98,NORMAL,634,21,2023-08-31T21:09:32,Liberty Ave & Stanwix St,2023-08-31T21:20:06,21,Liberty Ave & Stanwix St,CASUAL
99,NORMAL,627,13,2023-08-31T21:09:17,S Bouquet Ave & Sennott St,2023-08-31T21:19:44,37,S Negley Ave & Centre Ave,MEMBER
100,NORMAL,3974,21,2023-08-31T21:08:34,Liberty Ave & Stanwix St,2023-08-31T22:14:49,22,Forbes Ave & Market Square,CASUAL
101,NORMAL,4444,29,2023-08-31T21:07:35,Forbes Ave & Schenley Dr,2023-08-31T22:21:40,10,Zulema St & Coltart Ave,MEMBER
102,NORMAL,57,22,2023-08-31T21:07:14,Forbes Ave & Market Square,2023-08-31T21:08:10,21,Liberty Ave & Stanwix St,CASUAL
103,GRACE_PERIOD,27,22,2023-08-31T21:06:22,Forbes Ave & Market Square,2023-08-31T21:06:49,22,Forbes Ave & Market Square,CASUAL
104,NORMAL,269,22,2023-08-31T21:03:40,Forbes Ave & Market Square,2023-08-31T21:08:09,21,Liberty Ave & Stanwix St,CASUAL
105,NORMAL,259,13,2023-08-31T21:00:38,S Bouquet Ave & Sennott St,2023-08-31T21:04:58,10,Zulema St & Coltart Ave,MEMBER
106,NORMAL,129,13,2023-08-31T20:59:39,S Bouquet Ave & Sennott St,2023-08-31T21:01:48,50,Atwood St & Bates St,MEMBER
107,NORMAL,561,37,2023-08-31T20:57:38,S Negley Ave & Centre Ave,2023-08-31T21:06:59,16,Penn Ave & Putnam St (Bakery Square),MEMBER
108,NORMAL,234,13,2023-08-31T20:55:49,S Bouquet Ave & Sennott St,2023-08-31T20:59:43,20,Boulevard of the Allies & Parkview Ave,MEMBER
109,NORMAL,182,37,2023-08-31T20:55:04,S Negley Ave & Centre Ave,2023-08-31T20:58:05,15,Ivy St & Walnut St,CASUAL
110,NORMAL,211,37,2023-08-31T20:54:42,S Negley Ave & Centre Ave,2023-08-31T20:58:13,15,Ivy St & Walnut St,MEMBER
111,NORMAL,619,10,2023-08-31T20:54:06,Zulema St & Coltart Ave,2023-08-31T21:04:24,34,N Dithridge St & Centre Ave,MEMBER
112,NORMAL,772,20,2023-08-31T20:54:05,Boulevard of the Allies & Parkview Ave,2023-08-31T21:06:57,29,Forbes Ave & Schenley Dr,MEMBER
113,NORMAL,217,10,2023-08-31T20:53:58,Zulema St & Coltart Ave,2023-08-31T20:57:35,13,S Bouquet Ave & Sennott St,MEMBER
114,NORMAL,107,50,2023-08-31T20:53:52,Atwood St & Bates St,2023-08-31T20:55:39,20,Boulevard of the Allies & Parkview Ave,MEMBER
115,NORMAL,1153,37,2023-08-31T20:51:46,S Negley Ave & Centre Ave,2023-08-31T21:10:59,29,Forbes Ave & Schenley Dr,MEMBER
116,NORMAL,182,13,2023-08-31T20:50:38,S Bouquet Ave & Sennott St,2023-08-31T20:53:40,50,Atwood St & Bates St,MEMBER
117,NORMAL,387,29,2023-08-31T20:45:48,Forbes Ave & Schenley Dr,2023-08-31T20:52:15,20,Boulevard of the Allies & Parkview Ave,MEMBER
118,NORMAL,1365,20,2023-08-31T20:43:46,Boulevard of the Allies & Parkview Ave,2023-08-31T21:06:31,13,S Bouquet Ave & Sennott St,MEMBER
119,NORMAL,307,29,2023-08-31T20:41:06,Forbes Ave & Schenley Dr,2023-08-31T20:46:13,13,S Bouquet Ave & Sennott St,MEMBER
120,NORMAL,305,48,2023-08-31T20:36:13,S Millvale Ave & Centre Ave,2023-08-31T20:41:18,37,S Negley Ave & Centre Ave,MEMBER
121,NORMAL,572,47,2023-08-31T20:34:52,17th St & Penn Ave,2023-08-31T20:44:24,5,Allegheny Station,CASUAL
122,NORMAL,578,47,2023-08-31T20:34:41,17th St & Penn Ave,2023-08-31T20:44:19,5,Allegheny Station,CASUAL
123,NORMAL,287,13,2023-08-31T20:33:36,S Bouquet Ave & Sennott St,2023-08-31T20:38:23,20,Boulevard of the Allies & Parkview Ave,CASUAL
124,NORMAL,547,33,2023-08-31T20:33:31,Schenley Dr & Schenley Dr Ext,2023-08-31T20:42:37,37,S Negley Ave & Centre Ave,MEMBER
125,NORMAL,1087,29,2023-08-31T20:31:08,Forbes Ave & Schenley Dr,2023-08-31T20:49:15,16,Penn Ave & Putnam St (Bakery Square),MEMBER
126,NORMAL,195,13,2023-08-31T20:30:10,S Bouquet Ave & Sennott St,2023-08-31T20:33:25,13,S Bouquet Ave & Sennott St,MEMBER
127,GRACE_PERIOD,22,13,2023-08-31T20:29:58,S Bouquet Ave & Sennott St,2023-08-31T20:30:20,13,S Bouquet Ave & Sennott St,MEMBER
128,GRACE_PERIOD,24,13,2023-08-31T20:29:23,S Bouquet Ave & Sennott St,2023-08-31T20:29:47,13,S Bouquet Ave & Sennott St,MEMBER
129,NORMAL,246,29,2023-08-31T20:28:18,Forbes Ave & Schenley Dr,2023-08-31T20:32:24,10,Zulema St & Coltart Ave,MEMBER
130,NORMAL,434,25,2023-08-31T20:27:08,Penn Ave & S Whitfield St,2023-08-31T20:34:22,15,Ivy St & Walnut St,MEMBER
131,NORMAL,158,12,2023-08-31T20:25:11,O'Hara St and University Place,2023-08-31T20:27:50,34,N Dithridge St & Centre Ave,MEMBER
132,NORMAL,352,11,2023-08-31T20:22:51,Ellsworth Ave & N Neville St,2023-08-31T20:28:43,33,Schenley Dr & Schenley Dr Ext,MEMBER
133,NORMAL,2296,17,2023-08-31T20:22:16,Taylor St & Liberty Ave,2023-08-31T21:00:32,13,S Bouquet Ave & Sennott St,MEMBER
134,NORMAL,440,29,2023-08-31T20:22:00,Forbes Ave & Schenley Dr,2023-08-31T20:29:21,13,S Bouquet Ave & Sennott St,MEMBER
135,NORMAL,545,27,2023-08-31T20:20:18,W Station Square Dr & Bessemer Court,2023-08-31T20:29:23,39,S 12th St & E Carson St,CASUAL
136,GRACE_PERIOD,23,27,2023-08-31T20:19:50,W Station Square Dr & Bessemer Court,2023-08-31T20:20:13,27,W Station Square Dr & Bessemer Court,CASUAL
137,NORMAL,664,33,2023-08-31T20:18:49,Schenley Dr & Schenley Dr Ext,2023-08-31T20:29:53,20,Boulevard of the Allies & Parkview Ave,MEMBER
138,NORMAL,757,15,2023-08-31T20:18:41,Ivy St & Walnut St,2023-08-31T20:31:19,15,Ivy St & Walnut St,MEMBER
139,NORMAL,379,34,2023-08-31T20:18:19,N Dithridge St & Centre Ave,2023-08-31T20:24:38,29,Forbes Ave & Schenley Dr,MEMBER
140,NORMAL,360,20,2023-08-31T20:18:10,Boulevard of the Allies & Parkview Ave,2023-08-31T20:24:09,29,Forbes Ave & Schenley Dr,MEMBER
141,NORMAL,1362,16,2023-08-31T20:17:50,Penn Ave & Putnam St (Bakery Square),2023-08-31T20:40:32,19,42nd St & Butler St,MEMBER
142,GRACE_PERIOD,22,34,2023-08-31T20:17:47,N Dithridge St & Centre Ave,2023-08-31T20:18:09,34,N Dithridge St & Centre Ave,MEMBER
143,NORMAL,735,29,2023-08-31T20:17:29,Forbes Ave & Schenley Dr,2023-08-31T20:29:44,20,Boulevard of the Allies & Parkview Ave,MEMBER
144,NORMAL,73,29,2023-08-31T20:17:15,Forbes Ave & Schenley Dr,2023-08-31T20:18:28,33,Schenley Dr & Schenley Dr Ext,MEMBER
145,NORMAL,1199,26,2023-08-31T20:16:58,S 27th St & Sidney St. (Southside Works),2023-08-31T20:36:57,26,S 27th St & Sidney St. (Southside Works),CASUAL
146,NORMAL,403,12,2023-08-31T20:16:15,O'Hara St and University Place,2023-08-31T20:22:58,48,S Millvale Ave & Centre Ave,MEMBER
147,GRACE_PERIOD,26,26,2023-08-31T20:15:53,S 27th St & Sidney St. (Southside Works),2023-08-31T20:16:19,26,S 27th St & Sidney St. (Southside Works),CASUAL
148,NORMAL,535,15,2023-08-31T20:15:22,Ivy St & Walnut St,2023-08-31T20:24:18,12,O'Hara St and University Place,MEMBER
149,NORMAL,3199,54,2023-08-31T20:14:51,W Ohio St & Brighton Rd,2023-08-31T21:08:10,54,W Ohio St & Brighton Rd,CASUAL
150,NORMAL,3224,54,2023-08-31T20:14:37,W Ohio St & Brighton Rd,2023-08-31T21:08:21,54,W Ohio St & Brighton Rd,CASUAL
151,GRACE_PERIOD,40,15,2023-08-31T20:14:14,Ivy St & Walnut St,2023-08-31T20:14:54,15,Ivy St & Walnut St,MEMBER
152,NORMAL,590,33,2023-08-31T20:13:55,Schenley Dr & Schenley Dr Ext,2023-08-31T20:23:45,15,Ivy St & Walnut St,MEMBER
153,NORMAL,200,13,2023-08-31T20:13:55,S Bouquet Ave & Sennott St,2023-08-31T20:17:15,50,Atwood St & Bates St,MEMBER
154,NORMAL,261,51,2023-08-31T20:13:54,Coltart Ave & Forbes Ave,2023-08-31T20:18:14,29,Forbes Ave & Schenley Dr,MEMBER
155,NORMAL,3267,54,2023-08-31T20:13:54,W Ohio St & Brighton Rd,2023-08-31T21:08:21,54,W Ohio St & Brighton Rd,CASUAL
156,NORMAL,267,51,2023-08-31T20:13:47,Coltart Ave & Forbes Ave,2023-08-31T20:18:14,29,Forbes Ave & Schenley Dr,MEMBER
157,NORMAL,297,51,2023-08-31T20:13:39,Coltart Ave & Forbes Ave,2023-08-31T20:18:36,29,Forbes Ave & Schenley Dr,MEMBER
158,NORMAL,3274,54,2023-08-31T20:13:37,W Ohio St & Brighton Rd,2023-08-31T21:08:10,54,W Ohio St & Brighton Rd,CASUAL
159,NORMAL,300,13,2023-08-31T20:12:03,S Bouquet Ave & Sennott St,2023-08-31T20:17:03,10,Zulema St & Coltart Ave,MEMBER
160,NORMAL,310,13,2023-08-31T20:11:54,S Bouquet Ave & Sennott St,2023-08-31T20:17:04,10,Zulema St & Coltart Ave,MEMBER
161,NORMAL,224,29,2023-08-31T20:10:25,Forbes Ave & Schenley Dr,2023-08-31T20:14:09,50,Atwood St & Bates St,MEMBER
162,NORMAL,1061,34,2023-08-31T20:08:23,N Dithridge St & Centre Ave,2023-08-31T20:26:04,29,Forbes Ave & Schenley Dr,CASUAL
163,NORMAL,975,17,2023-08-31T20:08:21,Taylor St & Liberty Ave,2023-08-31T20:24:36,17,Taylor St & Liberty Ave,MEMBER
164,NORMAL,269,20,2023-08-31T20:08:15,Boulevard of the Allies & Parkview Ave,2023-08-31T20:12:44,29,Forbes Ave & Schenley Dr,MEMBER
165,NORMAL,258,48,2023-08-31T20:05:12,S Millvale Ave & Centre Ave,2023-08-31T20:09:30,7,Liberty Ave & Gross St,MEMBER
166,NORMAL,288,20,2023-08-31T20:04:15,Boulevard of the Allies & Parkview Ave,2023-08-31T20:09:03,13,S Bouquet Ave & Sennott St,MEMBER
167,NORMAL,310,20,2023-08-31T20:03:54,Boulevard of the Allies & Parkview Ave,2023-08-31T20:09:04,13,S Bouquet Ave & Sennott St,MEMBER
168,NORMAL,509,25,2023-08-31T20:03:09,Penn Ave & S Whitfield St,2023-08-31T20:11:38,48,S Millvale Ave & Centre Ave,CASUAL
169,NORMAL,427,29,2023-08-31T20:01:58,Forbes Ave & Schenley Dr,2023-08-31T20:09:05,20,Boulevard of the Allies & Parkview Ave,MEMBER
170,NORMAL,429,13,2023-08-31T20:00:07,S Bouquet Ave & Sennott St,2023-08-31T20:07:16,33,Schenley Dr & Schenley Dr Ext,MEMBER
171,NORMAL,60911,21,2023-08-31T20:00:05,Liberty Ave & Stanwix St,2023-09-01T12:55:17,24,Penn Ave & 33rd St,MEMBER
172,NORMAL,358,15,2023-08-31T19:59:54,Ivy St & Walnut St,2023-08-31T20:05:52,25,Penn Ave & S Whitfield St,MEMBER
173,NORMAL,1797,9,2023-08-31T19:59:50,South Side Trail & S 4th St,2023-08-31T20:29:47,9,South Side Trail & S 4th St,MEMBER
174,NORMAL,1846,9,2023-08-31T19:59:28,South Side Trail & S 4th St,2023-08-31T20:30:14,9,South Side Trail & S 4th St,MEMBER
175,NORMAL,324,11,2023-08-31T19:59:07,Ellsworth Ave & N Neville St,2023-08-31T20:04:31,37,S Negley Ave & Centre Ave,MEMBER
176,NORMAL,1634,34,2023-08-31T19:58:53,N Dithridge St & Centre Ave,2023-08-31T20:26:07,29,Forbes Ave & Schenley Dr,CASUAL
177,GRACE_PERIOD,26,34,2023-08-31T19:58:11,N Dithridge St & Centre Ave,2023-08-31T19:58:37,34,N Dithridge St & Centre Ave,CASUAL
178,NORMAL,641,57,2023-08-31T19:56:21,52nd St & Butler St,2023-08-31T20:07:02,7,Liberty Ave & Gross St,MEMBER
179,NORMAL,6286,19,2023-08-31T19:55:08,42nd St & Butler St,2023-08-31T21:39:54,57,52nd St & Butler St,MEMBER
180,NORMAL,6327,57,2023-08-31T19:52:36,52nd St & Butler St,2023-08-31T21:38:04,57,52nd St & Butler St,MEMBER
181,NORMAL,228,6,2023-08-31T19:51:44,10th St & Penn Ave,2023-08-31T19:55:32,47,17th St & Penn Ave,CASUAL
182,NORMAL,155,50,2023-08-31T19:51:25,Atwood St & Bates St,2023-08-31T19:54:00,20,Boulevard of the Allies & Parkview Ave,MEMBER
183,NORMAL,1878,9,2023-08-31T19:51:21,South Side Trail & S 4th St,2023-08-31T20:22:39,6,10th St & Penn Ave,MEMBER
